Name,IsLastYear,InLastTeam,Transfer,Year,Team,Age,Position,Games,PA,AtBats,R,H,2BH,3BH,HR,루타수,RBI,SB,CS,BB,HBP,IW,SO,DoublePlay,SacHit,SF,BA,OBP,SLG,OPS,wOBA,wRCplus,WPA,Salary,BattingRAA,StealingRAA,BRRAA,offtotRAA,DefenseRAA,PosRAA,deftotRAA,RAAadj,totRAA,repRun,RAR,RPW,WAA,WARBat,WAROff,WARStar,dWAA,WAR
박정권,FALSE,TRUE,N,2011,SK,30,1B,122,507,453,54,114,21,2,13,178,53,9,3,42,3,5,103,9,6,3,0.252,0.317,0.393,0.71,0.323,91.6,,20000,-5,0.5,-0.1,-4.5,0,-10.3,-10.3,-4.5,-14.9,24.8,10,9.8,-1.5,2.03,2.07,1.02,0,1.02
박정권,FALSE,TRUE,N,2012,SK,31,1B,122,472,416,61,106,18,1,12,162,59,4,6,43,4,2,80,7,6,3,0.255,0.328,0.389,0.718,0.332,105.8,,19500,3,-1.8,-0.6,0.5,0,-9,-9,0.5,-8.5,21.7,13.1,9.17,-0.9,2.68,2.42,1.43,0,1.43
박정권,FALSE,TRUE,N,2013,SK,32,1B,110,434,363,56,106,20,1,18,182,70,4,4,64,1,5,79,5,0,6,0.292,0.394,0.501,0.895,0.405,142.6,,20500,22.1,-1.1,-0.9,20.1,0,-9,-9,20.1,11.1,21.6,32.7,9.97,1.1,4.38,4.18,3.28,0,3.28
박정권,FALSE,TRUE,N,2014,SK,33,1B,120,499,452,81,140,33,2,27,258,109,7,9,41,2,2,106,6,0,4,0.31,0.367,0.571,0.938,0.401,130.7,3.49,23500,21.4,-3,-0.1,18.4,2.3,-10.3,-8,20.7,10.4,28.5,38.9,11.41,0.9,4.37,4.11,3.2,0.2,3.41
박정권,FALSE,TRUE,N,2015,SK,34,1B,124,494,438,66,123,23,0,21,209,70,3,3,46,4,1,119,9,4,2,0.281,0.353,0.477,0.83,0.364,113,-0.4,40000,8.3,-0.8,-0.9,6.7,6,-9.5,-3.5,12.6,3.1,27,30.1,10.79,0.3,2.83,2.67,1.79,0.55,2.35
박정권,FALSE,TRUE,N,2016,SK,35,1B,125,468,422,59,117,17,3,18,194,59,4,0,35,5,0,99,7,2,4,0.277,0.337,0.46,0.797,0.353,95.5,1.68,40000,-3.3,1.2,-1.4,-3.4,10.9,-9,1.9,7.5,-1.6,26.7,25.1,11.18,-0.1,1.66,1.64,0.84,0.97,1.81
박정권,FALSE,TRUE,N,2017,SK,36,1B,118,345,305,37,78,14,1,16,142,51,1,1,30,5,0,78,4,0,5,0.256,0.328,0.466,0.793,0.344,96.3,0.28,40000,-2,-0.1,-0.6,-2.7,2,-6.5,-4.5,-0.7,-7.2,19,11.8,10.84,-0.7,1.25,1.19,0.59,0.19,0.78
박정권,FALSE,TRUE,N,2018,SK,37,1B,14,31,29,4,5,0,0,2,11,6,0,0,2,0,0,9,0,0,0,0.172,0.226,0.379,0.605,0.256,33.8,-0.11,40000,-2.9,0,0.2,-2.7,0.5,-0.7,-0.2,-2.2,-2.9,1.8,-1.1,11.02,-0.3,-0.13,-0.11,-0.18,0.04,-0.13
박정권,TRUE,TRUE,N,2019,SK,38,1B,18,37,32,5,6,1,0,1,10,5,0,0,5,0,0,11,0,0,0,0.188,0.297,0.313,0.61,0.291,69.5,-0.63,40000,-1.3,0,0,-1.3,-1.2,-0.5,-1.7,-2.6,-3,1.8,-1.2,9.69,-0.3,0.02,0.02,-0.03,-0.13,-0.16
박준혁,FALSE,TRUE,N,2014,한화,23,LF,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,-0.26,2400,0,0,0,0,-0.6,0,-0.7,-0.6,-0.7,0.1,-0.6,11.41,-0.1,0.01,0.01,0.01,-0.06,-0.05
박준혁,FALSE,TRUE,N,2016,한화,25,RF,6,9,8,3,3,2,0,0,5,3,0,0,1,0,0,2,1,0,0,0.375,0.444,0.625,1.069,0.471,173.3,0.31,2400,0.9,0,0.2,1.1,-0.5,-0.1,-0.5,0.6,0.6,0.5,1.1,11.45,0,0.12,0.13,0.13,-0.04,0.09
박준혁,FALSE,TRUE,N,2017,한화,26,RF,8,10,10,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0.1,0.1,0.1,0.2,0.093,-70.3,-0.14,2900,-2.3,0,-1.1,-3.4,-0.2,-0.1,-0.3,-3.6,-3.7,0.6,-3.1,10.57,-0.3,-0.18,-0.28,-0.29,-0.02,-0.31
박준혁,FALSE,TRUE,N,2018,한화,27,RF,4,5,5,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0.4,0.6,0.248,32.9,-0.09,3000,-0.5,0,0,-0.5,1.4,-0.1,1.3,0.9,0.8,0.3,1.1,10.85,0.1,-0.02,-0.02,-0.03,0.13,0.1
박준혁,TRUE,TRUE,N,2019,한화,28,LF,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-127.2,0,,-0.5,0,0,-0.5,-0.3,0,-0.4,-0.9,-0.9,0.1,-0.8,9.66,-0.1,-0.05,-0.05,-0.05,-0.04,-0.08
박한이,FALSE,TRUE,N,2001,삼성,22,RF,130,501,420,77,117,25,3,13,187,61,17,9,60,12,0,60,14,9,0,0.279,0.384,0.445,0.829,0.375,116.4,,,10.8,-0.4,0.4,10.8,0,-6.7,-6.7,10.8,4,27,31,10.76,0.4,3.51,3.51,2.88,0,2.88
박한이,FALSE,TRUE,N,2002,삼성,23,LF,133,586,504,89,137,24,2,10,195,47,13,12,60,6,3,79,15,14,2,0.272,0.355,0.387,0.742,0.328,99.6,,4000,-0.3,-2.2,-0.2,-2.7,0,-7.3,-7.3,-2.7,-10,29.2,19.2,9.95,-1,2.9,2.66,1.93,0,1.93
박한이,FALSE,TRUE,N,2003,삼성,24,RF,133,612,528,113,170,34,1,12,242,59,17,7,63,8,1,55,7,8,5,0.322,0.399,0.458,0.857,0.384,131.8,,6500,23.4,1.1,0.8,25.3,0,-7.6,-7.6,25.3,17.7,30.5,48.1,9.95,1.8,5.41,5.6,4.83,0,4.83
박한이,FALSE,TRUE,N,2004,삼성,25,CF,132,587,503,81,156,26,2,16,234,63,13,9,69,5,3,57,8,7,3,0.31,0.397,0.465,0.862,0.39,133.9,,11000,24,-0.7,-0.2,23.1,0,2.5,2.5,23.1,25.6,29.5,55,10.03,2.6,5.33,5.24,5.49,0,5.49
박한이,FALSE,TRUE,N,2005,삼성,26,CF,123,551,471,62,139,21,0,9,187,59,12,10,55,9,2,51,15,12,4,0.295,0.377,0.397,0.774,0.353,113.5,,15000,8.9,-2,-1.4,5.4,0,2.3,2.3,5.4,7.7,27.2,34.9,9.88,0.8,3.65,3.31,3.53,0,3.53
박한이,FALSE,TRUE,N,2006,삼성,27,CF,126,567,471,89,134,21,2,6,177,43,15,10,80,6,4,62,11,7,3,0.285,0.393,0.376,0.769,0.36,128.9,,20000,17.1,-1.1,0.2,16.3,0,2.1,2.1,16.3,18.4,25.3,43.7,8.92,2.1,4.75,4.66,4.89,0,4.89
박한이,FALSE,TRUE,N,2007,삼성,28,CF,123,559,479,68,128,12,1,2,148,27,10,3,67,4,5,47,7,4,5,0.267,0.359,0.309,0.668,0.32,92.5,,27000,-4.6,0.7,0,-3.9,0,2.2,2.2,-3.9,-1.7,26.3,24.6,9.41,-0.2,2.3,2.38,2.61,0,2.61
박한이,FALSE,TRUE,N,2008,삼성,29,CF,104,442,370,57,117,17,2,4,150,41,5,6,63,1,1,37,6,5,3,0.316,0.414,0.405,0.82,0.386,134.4,,24300,17.6,-1.7,-0.5,15.4,0,1.8,1.8,15.4,17.2,21.5,38.7,9.73,1.8,4.02,3.79,3.98,0,3.98
박한이,FALSE,TRUE,N,2009,삼성,30,RF,110,394,334,48,104,29,2,2,143,36,7,5,50,1,2,44,7,6,3,0.311,0.4,0.428,0.828,0.373,115.4,,27000,7.9,-1.2,-0.2,6.6,0,-5.3,-5.3,6.6,1.3,21.2,22.5,10.74,0.1,2.71,2.58,2.09,0,2.09
박한이,FALSE,TRUE,N,2010,삼성,31,RF,128,470,379,64,114,21,2,11,172,63,5,4,73,3,2,54,10,10,5,0.301,0.413,0.454,0.867,0.389,131.4,,30000,18.8,-1,-0.7,17.1,0,-6.2,-6.2,17.1,11,24.6,35.6,10.47,1,4.15,3.99,3.4,0,3.4
박한이,FALSE,TRUE,N,2011,삼성,32,RF,121,506,429,77,110,19,2,4,145,30,8,2,60,5,3,88,7,10,2,0.256,0.353,0.338,0.691,0.325,93.1,,30000,-4.1,0.8,0.6,-2.7,0,-6.2,-6.2,-2.7,-8.9,24.8,15.9,9.8,-0.9,2.11,2.25,1.62,0,1.62
박한이,FALSE,TRUE,N,2012,삼성,33,RF,111,463,388,61,118,19,4,1,148,51,4,6,58,1,3,72,8,13,3,0.304,0.393,0.381,0.775,0.358,123.9,,30000,12,-1.9,0.1,10.2,0,-5.3,-5.3,10.2,4.8,21.2,26.1,9.17,0.5,3.62,3.42,2.84,0,2.84
박한이,FALSE,TRUE,N,2013,삼성,34,RF,112,466,394,56,112,12,3,6,148,55,4,4,51,1,0,74,5,18,2,0.284,0.366,0.376,0.742,0.34,98.9,,35000,-0.6,-1.1,0,-1.7,0,-5.8,-5.8,-1.7,-7.5,23.2,15.7,9.97,-0.8,2.27,2.16,1.57,0,1.57
박한이,FALSE,TRUE,N,2014,삼성,35,RF,125,567,472,83,156,22,2,9,209,80,7,6,61,5,1,74,9,24,5,0.331,0.409,0.443,0.852,0.374,108.8,2.78,45000,6.7,-1.4,-0.2,5.1,4.4,-6.1,-1.7,9.5,3.4,32.3,35.7,11.41,0.3,3.42,3.28,2.74,0.39,3.13
박한이,FALSE,TRUE,N,2015,삼성,36,RF,94,429,367,62,110,17,4,11,168,52,6,6,53,1,0,63,11,7,1,0.3,0.389,0.458,0.846,0.377,118.2,0.65,45000,10.2,-1.6,-2.7,5.9,4.8,-4.4,0.4,10.7,6.3,23.4,29.7,10.79,0.6,2.73,2.34,1.93,0.44,2.37
박한이,FALSE,TRUE,N,2016,삼성,37,RF,110,401,349,57,105,21,0,14,168,69,1,0,40,2,2,72,5,6,4,0.301,0.372,0.481,0.854,0.374,109.2,3.4,45000,4.9,0.6,-2.2,3.2,-1.1,-4.3,-5.4,2.2,-2.2,22.9,20.7,11.29,-0.2,2.1,1.96,1.57,-0.09,1.48
박한이,FALSE,TRUE,N,2017,삼성,38,LF,68,134,118,14,31,9,0,4,52,14,0,0,13,0,2,33,2,2,1,0.263,0.333,0.441,0.774,0.331,88.1,0.47,45000,-2.3,0.1,-0.1,-2.3,-2.6,-1.4,-4,-4.9,-6.3,7.4,1.1,10.87,-0.6,0.35,0.35,0.22,-0.24,-0.02
박한이,FALSE,TRUE,N,2018,삼성,39,DH,114,392,342,47,97,16,0,10,143,43,5,3,43,0,2,91,9,6,1,0.284,0.363,0.418,0.781,0.342,95.6,0.35,25000,-2.6,-0.4,0.7,-2.3,0.1,-9.3,-9.2,-2.3,-11.6,22.2,10.6,11.17,-1,1.4,1.42,0.59,0.01,0.6
박한이,TRUE,TRUE,N,2019,삼성,40,DH,30,85,74,6,19,3,0,2,28,13,0,0,9,0,0,17,0,1,1,0.257,0.333,0.378,0.712,0.327,93.9,0.32,25000,-0.6,0,-0.3,-1,-0.1,-1.5,-1.6,-1.1,-2.5,4.2,1.6,9.67,-0.3,0.29,0.25,0.1,-0.01,0.09
박헌욱,FALSE,TRUE,N,2018,NC,25,CF,10,23,22,1,6,2,0,1,11,3,1,0,1,0,0,5,1,0,0,0.273,0.304,0.5,0.804,0.34,94.2,-0.1,2700,-0.2,0.2,0,0,-1.7,0.1,-1.6,-1.7,-1.6,1.3,-0.3,11.3,-0.1,0.08,0.09,0.1,-0.15,-0.05
박헌욱,TRUE,TRUE,N,2019,NC,26,CF,6,9,9,0,1,1,0,0,2,1,0,0,0,0,0,5,1,0,0,0.111,0.111,0.222,0.333,0.146,-28.9,0.03,,-1.4,0,0,-1.4,0,0,-0.1,-1.4,-1.5,0.4,-1,9.52,-0.2,-0.11,-0.11,-0.11,0,-0.12
배영섭,FALSE,FALSE,N,2010,삼성,24,CF,11,26,24,5,7,2,0,0,9,3,1,0,2,0,0,6,1,0,0,0.292,0.346,0.375,0.721,0.338,97.1,,2400,-0.1,0.2,0,0.1,0,0.1,0.1,0.1,0.2,1.4,1.5,10.47,0,0.12,0.14,0.15,0,0.15
배영섭,FALSE,FALSE,N,2011,삼성,25,CF,99,384,340,51,100,15,0,2,121,24,33,8,29,9,1,47,9,4,2,0.294,0.363,0.356,0.719,0.341,103.9,,2600,1.8,3.3,0.5,5.5,0,1.6,1.6,5.5,7.1,18.8,25.9,9.8,0.7,2.1,2.48,2.64,0,2.64
배영섭,FALSE,FALSE,N,2012,삼성,26,CF,122,479,412,64,101,15,2,2,126,34,27,6,48,9,0,69,4,7,3,0.245,0.335,0.306,0.641,0.308,88.8,,7000,-5.8,2.7,1.5,-1.6,0,1.8,1.8,-1.6,0.2,22,22.2,9.17,0,1.76,2.22,2.42,0,2.42
배영섭,FALSE,FALSE,N,2013,삼성,27,CF,113,476,393,66,116,16,4,2,146,38,23,10,52,20,1,62,9,8,3,0.295,0.402,0.372,0.773,0.368,117.7,,8500,10,0.1,1.4,11.5,0,2,2,11.5,13.5,23.7,37.2,9.97,1.4,3.39,3.53,3.73,0,3.73
배영섭,FALSE,FALSE,N,2015,삼성,29,LF,4,18,16,2,6,0,0,0,6,2,1,0,2,0,0,4,2,0,0,0.375,0.444,0.375,0.819,0.393,130.8,0.09,16000,0.7,0.2,0.2,1.2,-1.2,-0.2,-1.3,0,-0.2,1,0.8,11.2,0,0.14,0.18,0.16,-0.1,0.06
배영섭,FALSE,FALSE,N,2016,삼성,30,RF,93,381,323,53,86,17,0,4,115,22,5,8,51,5,0,42,10,1,1,0.266,0.374,0.356,0.73,0.348,92.5,-0.59,16000,-4.3,-2.5,-0.9,-7.7,1.9,-2.1,-0.2,-5.8,-7.9,21.7,13.8,11.19,-0.7,1.21,0.9,0.71,0.17,0.88
배영섭,FALSE,FALSE,N,2017,삼성,31,LF,92,244,218,39,66,11,1,6,97,26,1,0,19,3,1,44,5,3,1,0.303,0.365,0.445,0.81,0.357,106.3,-0.09,15000,1.9,0.4,-1.2,1.1,-5.7,-2.2,-7.9,-4.6,-6.8,13.4,6.6,10.92,-0.6,1.19,1.12,0.91,-0.52,0.39
배영섭,FALSE,FALSE,N,2018,삼성,32,LF,69,168,147,15,36,6,0,0,42,13,1,0,16,3,2,35,2,2,0,0.245,0.331,0.286,0.617,0.286,59.7,-0.35,13000,-9.6,0.3,1.1,-8.3,-1.5,-2.6,-4.1,-9.9,-12.4,9.5,-2.9,11.11,-1.1,-0.17,-0.05,-0.28,-0.14,-0.42
배영섭,TRUE,TRUE,Y,2019,SK,33,LF,30,80,71,5,16,1,0,0,17,7,2,0,6,2,0,15,0,0,1,0.225,0.3,0.239,0.539,0.267,54.8,0.4,13000,-4.2,0.4,0.4,-3.5,-1.7,-0.8,-2.5,-5.2,-6,3.9,-2,9.65,-0.6,-0.11,-0.03,-0.11,-0.18,-0.29
서동욱,FALSE,FALSE,N,2003,KIA,19,2B,42,48,43,5,6,0,0,0,6,2,0,1,2,1,0,23,0,1,1,0.14,0.192,0.14,0.331,0.162,-22.6,,,-7.1,-0.4,0,-7.4,0,0.2,0.2,-7.4,-7.2,2.4,-4.8,9.95,-0.7,-0.47,-0.51,-0.49,0,-0.49
서동욱,FALSE,FALSE,N,2004,KIA,20,1B,58,114,94,12,20,4,0,3,33,11,1,2,15,1,0,35,2,4,0,0.213,0.327,0.351,0.678,0.31,80,,2500,-2.8,-0.6,-0.3,-3.7,0,-2.4,-2.4,-3.7,-6,5.7,-0.3,10.03,-0.6,0.3,0.2,-0.03,0,-0.03
서동욱,FALSE,FALSE,N,2005,KIA,21,,12,7,6,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0.143,0,0.143,0.103,-56.8,,2800,-1.3,0,0,-1.3,0,0,0,-1.3,-1.3,0.3,-1,9.88,-0.1,-0.1,-0.1,-0.1,0,-0.1
서동욱,FALSE,FALSE,Y,2008,LG,24,DH,27,82,70,9,17,1,1,3,29,9,0,0,8,4,0,23,1,0,0,0.243,0.354,0.414,0.768,0.361,118.3,,2800,1.7,0,-0.1,1.6,0,-2.3,-2.3,1.6,-0.7,4,3.3,9.73,-0.1,0.59,0.58,0.34,0,0.34
서동욱,FALSE,FALSE,N,2009,LG,25,,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,-138.1,,3100,-1.9,0,0,-1.9,0,0,0,-1.9,-1.9,0.3,-1.6,10.74,-0.2,-0.14,-0.14,-0.14,0,-0.14
서동욱,FALSE,FALSE,N,2010,LG,26,1B,11,47,45,5,11,1,0,2,18,4,0,0,2,0,0,15,1,0,0,0.244,0.277,0.4,0.677,0.304,74.7,,3000,-1.5,0,-0.2,-1.7,0,-1,-1,-1.7,-2.7,2.5,-0.2,10.47,-0.3,0.09,0.08,-0.02,0,-0.02
서동욱,FALSE,FALSE,N,2011,LG,27,1B,112,359,303,42,81,11,1,7,115,37,7,1,33,8,3,90,4,12,3,0.267,0.352,0.38,0.731,0.332,97.5,,3200,-1,1,0.1,0,0,-7.3,-7.3,0,-7.3,17.6,10.3,9.8,-0.7,1.69,1.8,1.05,0,1.05
서동욱,FALSE,FALSE,N,2012,LG,28,2B,103,324,273,32,59,9,3,0,74,17,3,2,32,7,1,78,7,10,2,0.216,0.312,0.271,0.583,0.278,67.4,,8500,-11.4,-0.4,0.2,-11.6,0,1.2,1.2,-11.6,-10.4,14.9,4.5,9.17,-1.1,0.38,0.35,0.49,0,0.49
서동욱,FALSE,FALSE,Y,2013,"LG,넥센",29,2B,104,265,218,27,57,12,1,6,89,21,4,2,30,3,0,52,4,12,2,0.261,0.356,0.408,0.764,0.342,100.2,,8500,0.1,-0.2,-0.2,-0.3,0,1.1,1.1,-0.3,0.8,13.2,14,9.97,0.1,1.33,1.29,1.4,0,1.4
서동욱,FALSE,FALSE,N,2014,넥센,30,LF,39,41,34,2,5,1,0,0,6,0,1,0,3,1,0,12,1,3,0,0.147,0.237,0.176,0.413,0.196,-6.2,-0.34,9000,-6.2,0.2,-0.1,-6.1,-0.5,-0.3,-0.8,-6.6,-6.8,2.3,-4.5,11.41,-0.6,-0.34,-0.33,-0.35,-0.04,-0.4
서동욱,FALSE,FALSE,N,2015,넥센,31,2B,55,118,103,14,24,5,0,3,38,15,0,0,11,3,0,45,1,1,0,0.233,0.325,0.369,0.694,0.317,77.3,-0.36,5800,-3.7,0,0.2,-3.5,0.3,-0.7,-0.4,-3.1,-3.8,6.4,2.6,10.73,-0.4,0.15,0.17,0.1,0.03,0.13
서동욱,FALSE,TRUE,Y,2016,KIA,32,2B,124,485,411,73,120,30,3,16,204,67,9,4,60,5,1,108,8,6,3,0.292,0.386,0.496,0.883,0.389,118.1,3.07,5800,11.9,0.3,0,12.2,-5.4,0.4,-5,6.9,7.3,27.7,34.9,11.36,0.6,3.07,3.1,3.13,-0.47,2.66
서동욱,FALSE,TRUE,N,2017,KIA,33,1B,125,366,319,49,90,21,1,7,134,48,1,1,33,3,0,86,5,8,3,0.282,0.352,0.42,0.772,0.339,93.9,1.08,15000,-3.3,0,-2.2,-5.6,1.4,-4.6,-3.3,-4.2,-8.9,20.1,11.3,10.83,-0.8,1.22,1.01,0.58,0.12,0.71
서동욱,TRUE,TRUE,N,2018,KIA,34,1B,32,56,49,3,10,3,0,0,13,2,0,0,5,1,0,15,1,0,1,0.204,0.286,0.265,0.551,0.26,42,-0.44,18500,-4.6,0,0.3,-4.3,0.9,-0.7,0.2,-3.4,-4.2,3.2,-1,11.06,-0.4,-0.18,-0.16,-0.23,0.08,-0.14
서상우,FALSE,TRUE,N,2012,LG,23,1B,6,10,9,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,-127.8,,,-2.5,0,0,-2.5,0,-0.2,-0.2,-2.5,-2.7,0.5,-2.2,9.17,-0.3,-0.22,-0.22,-0.24,0,-0.24
서상우,FALSE,TRUE,N,2015,LG,26,DH,58,171,159,29,54,8,0,6,80,22,5,1,9,3,0,31,2,0,0,0.34,0.386,0.503,0.889,0.398,140,1.14,6000,9,0.6,-2.5,7.1,-0.2,-4.8,-5,6.9,2.1,9.3,11.4,10.87,0.2,1.54,1.37,0.92,-0.02,0.91
서상우,FALSE,TRUE,N,2016,LG,27,DH,56,137,111,18,28,5,0,4,45,12,1,0,25,1,1,37,1,0,0,0.252,0.394,0.405,0.8,0.372,112.9,0.41,6000,2.4,0.4,-0.4,2.3,0.1,-3.4,-3.3,2.4,-1,7.8,6.8,11.29,-0.1,0.78,0.77,0.47,0.01,0.48
서상우,FALSE,TRUE,N,2017,LG,28,,10,17,13,4,1,0,0,1,4,2,1,0,3,1,1,8,0,0,0,0.077,0.294,0.308,0.602,0.257,48.4,-0.01,5500,-1.2,0.2,0.3,-0.7,0.1,-0.3,-0.2,-0.7,-0.9,0.9,0,10.81,-0.1,-0.04,0,-0.02,0.01,-0.02
서상우,FALSE,TRUE,N,2018,LG,29,,51,84,69,10,20,0,0,2,26,14,0,1,12,1,0,18,1,0,2,0.29,0.393,0.377,0.77,0.354,106.5,-0.01,3500,0.7,-0.5,0.4,0.6,-0.1,-1,-1.1,0.5,-0.5,4.8,4.3,11.19,0,0.41,0.41,0.32,-0.01,0.31
서상우,TRUE,TRUE,N,2019,LG,30,DH,13,24,21,2,5,1,0,0,6,1,0,0,3,0,0,8,1,0,0,0.238,0.333,0.286,0.619,0.303,79.8,-0.22,5300,-0.6,0,-0.4,-1,-0.5,-0.4,-0.8,-1.4,-1.8,1.2,-0.6,9.67,-0.2,0.04,0,-0.04,-0.05,-0.09
손시헌,FALSE,FALSE,N,2003,두산,23,SS,59,154,141,16,31,4,0,1,38,6,2,0,6,1,0,23,10,6,0,0.22,0.257,0.27,0.526,0.237,27.5,,,-13.4,0.5,-0.3,-13.2,0,1.9,1.9,-13.2,-11.3,7.7,-3.6,9.95,-1.1,-0.57,-0.55,-0.36,0,-0.36
손시헌,FALSE,FALSE,N,2004,두산,24,SS,122,395,347,45,80,20,2,2,110,39,0,2,30,6,1,56,9,6,6,0.231,0.298,0.317,0.615,0.284,61.5,,2700,-18.4,-0.6,-0.5,-19.5,0,5,5,-19.5,-14.6,19.8,5.2,10.03,-1.5,0.14,0.03,0.52,0,0.52
손시헌,FALSE,FALSE,N,2005,두산,25,SS,126,480,416,59,115,18,5,4,155,60,2,5,48,4,0,59,7,6,6,0.276,0.352,0.373,0.725,0.334,101.1,,6000,0.6,-1.9,0.2,-1,0,5.9,5.9,-1,4.9,23.7,28.6,9.88,0.5,2.46,2.3,2.9,0,2.9
손시헌,FALSE,FALSE,N,2006,두산,26,SS,126,462,404,29,108,16,4,2,138,34,2,3,35,10,1,48,5,11,2,0.267,0.339,0.342,0.681,0.316,97.6,,13000,-1.2,-1,-0.5,-2.7,0,5.2,5.2,-2.7,2.5,20.6,23.1,8.92,0.3,2.18,2.01,2.59,0,2.59
손시헌,FALSE,FALSE,N,2009,두산,29,SS,121,476,412,56,119,22,3,11,180,59,6,3,42,12,1,67,5,7,3,0.289,0.369,0.437,0.806,0.36,106.5,,13000,4.1,-0.5,0.2,3.7,0,6.4,6.4,3.7,10.1,25.6,35.7,10.74,0.9,2.76,2.73,3.32,0,3.32
손시헌,FALSE,FALSE,N,2010,두산,30,SS,128,499,433,51,118,19,1,8,163,62,0,2,46,7,2,64,12,10,3,0.273,0.35,0.376,0.726,0.331,93,,18500,-4.5,-1,-1.8,-7.3,0,6.5,6.5,-7.3,-0.8,26.1,25.4,10.47,-0.1,2.07,1.8,2.42,0,2.42
손시헌,FALSE,FALSE,N,2011,두산,31,SS,92,351,298,39,84,10,1,4,108,28,2,1,37,9,0,44,9,7,0,0.282,0.378,0.362,0.74,0.351,110.5,,20200,4.3,0,-0.9,3.3,0,4.3,4.3,3.3,7.6,17.2,24.8,9.8,0.8,2.2,2.1,2.53,0,2.53
손시헌,FALSE,FALSE,N,2012,두산,32,SS,86,312,272,24,67,11,1,5,95,31,4,2,21,4,0,40,12,11,4,0.246,0.306,0.349,0.655,0.299,82.4,,19700,-5.9,-0.2,-0.8,-6.9,0,3.6,3.6,-6.9,-3.3,14.3,11,9.17,-0.4,0.91,0.81,1.2,0,1.2
손시헌,FALSE,FALSE,N,2013,두산,33,SS,93,268,234,35,59,14,1,1,78,26,3,1,21,6,0,38,5,6,1,0.252,0.328,0.333,0.662,0.311,78.9,,18000,-6.7,0.1,0,-6.7,0,3.3,3.3,-6.7,-3.4,13.4,10,9.97,-0.3,0.66,0.67,1,0,1
손시헌,FALSE,TRUE,Y,2014,NC,34,SS,97,361,307,39,90,20,1,5,127,39,2,1,34,7,0,53,10,5,8,0.293,0.368,0.414,0.782,0.352,96.1,-0.97,40000,-2.4,0,-1,-3.4,8.1,4.5,12.6,4.8,9.3,20.6,29.8,11.41,0.8,1.6,1.51,1.9,0.71,2.62
손시헌,FALSE,TRUE,N,2015,NC,35,SS,140,508,440,56,108,24,2,13,175,58,3,2,36,14,0,66,16,13,5,0.245,0.319,0.398,0.717,0.315,78.6,0.23,40000,-14.9,-0.3,-0.6,-15.8,5.8,6,11.8,-10.1,-4,27.7,23.7,10.67,-0.4,0.72,0.63,1.2,0.54,1.74
손시헌,FALSE,TRUE,N,2016,NC,36,SS,110,403,341,36,104,21,2,5,144,39,1,0,38,13,0,48,13,10,1,0.305,0.394,0.422,0.817,0.371,110.3,1.81,40000,5.5,0.7,0.6,6.8,9.3,5,14.3,16.1,21.1,23,44,11.25,1.9,2.17,2.28,2.73,0.82,3.55
손시헌,FALSE,TRUE,N,2017,NC,37,SS,124,391,349,32,122,17,1,5,156,45,1,0,16,8,1,44,5,13,5,0.35,0.386,0.447,0.833,0.362,111,-0.01,40000,5.5,0.5,-0.6,5.4,-3.3,4.8,1.5,2.1,6.8,21.5,28.3,10.92,0.6,2.13,2.12,2.56,-0.3,2.26
손시헌,FALSE,TRUE,N,2018,NC,38,SS,67,150,128,12,24,4,0,2,34,14,2,0,15,5,0,20,3,1,1,0.188,0.295,0.266,0.561,0.266,45.2,-0.22,50000,-11.6,0.4,0.3,-10.9,2.2,2.2,4.4,-8.7,-6.5,8.5,2,11.04,-0.6,-0.43,-0.36,-0.16,0.2,0.03
손시헌,TRUE,TRUE,N,2019,NC,39,SS,68,149,135,17,36,4,1,2,48,10,1,2,5,5,0,23,2,4,0,0.267,0.317,0.356,0.673,0.308,80.6,-0.79,50000,-3.4,-0.7,0,-4.1,1.3,1.7,3,-2.8,-1.1,7.3,6.3,9.63,-0.1,0.27,0.19,0.37,0.14,0.51
손주인,FALSE,FALSE,N,2003,삼성,20,,19,9,9,0,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0.111,0.111,0.111,0.222,0.104,-60.3,,2000,-1.7,0,0,-1.7,0,0,0,-1.7,-1.7,0.4,-1.3,9.95,-0.2,-0.13,-0.13,-0.13,0,-0.13
손주인,FALSE,FALSE,N,2005,삼성,22,,14,8,7,3,2,0,0,0,2,1,0,0,1,0,0,3,0,0,0,0.286,0.375,0.286,0.661,0.326,95.1,,2200,0,0,0,-0.1,0,0,0,-0.1,-0.1,0.4,0.3,9.88,0,0.04,0.03,0.03,0,0.03
